0.000000	1.000000
0.010000	0.985765
0.020000	0.957652
0.030000	0.916259
0.040000	0.862368
0.050000	0.796927
0.060000	0.721037
0.070000	0.635930
0.080000	0.542955
0.090000	0.443551
0.100000	0.339230
0.110000	0.231554
0.120000	0.122108
0.130000	0.012481
0.140000	-0.095757
0.150000	-0.201082
0.160000	-0.302030
0.170000	-0.397220
0.180000	-0.485377
0.190000	-0.565339
0.200000	-0.636084
0.210000	-0.696731
0.220000	-0.746558
0.230000	-0.785008
0.240000	-0.811694
0.250000	-0.826404
0.260000	-0.829097
0.270000	-0.819908
0.280000	-0.799138
0.290000	-0.767247
0.300000	-0.724852
0.310000	-0.672707
0.320000	-0.611697
0.330000	-0.542820
0.340000	-0.467173
0.350000	-0.385932
0.360000	-0.300339
0.370000	-0.211677
0.380000	-0.121259
0.390000	-0.030400
0.400000	0.059596
0.410000	0.147454
0.420000	0.231951
0.430000	0.311927
0.440000	0.386305
0.450000	0.454101
0.460000	0.514442
0.470000	0.566572
0.480000	0.609863
0.490000	0.643823
0.500000	0.668100
0.510000	0.682487
0.520000	0.686918
0.530000	0.681473
0.540000	0.666370
0.550000	0.641963
0.560000	0.608734
0.570000	0.567284
0.580000	0.518321
0.590000	0.462654
0.600000	0.401173
0.610000	0.334838
0.620000	0.264668
0.630000	0.191720
0.640000	0.117074
0.650000	0.041823
0.660000	-0.032951
0.670000	-0.106186
0.680000	-0.176858
0.690000	-0.243993
0.700000	-0.306684
0.710000	-0.364098
0.720000	-0.415491
0.730000	-0.460214
0.740000	-0.497723
0.750000	-0.527586
0.760000	-0.549486
0.770000	-0.563223
0.780000	-0.568718
0.790000	-0.566010
0.800000	-0.555254
0.810000	-0.536720
0.820000	-0.510783
0.830000	-0.477920
0.840000	-0.438699
0.850000	-0.393771
0.860000	-0.343860
0.870000	-0.289750
0.880000	-0.232273
0.890000	-0.172299
0.900000	-0.110720
0.910000	-0.048440
0.920000	0.013643
0.930000	0.074644
0.940000	0.133708
0.950000	0.190017
0.960000	0.242808
0.970000	0.291375
0.980000	0.335087
0.990000	0.373386
1.000000	0.405805
1.010000	0.431963
1.020000	0.451577
1.030000	0.464460
1.040000	0.470523
1.050000	0.469778
1.060000	0.462332
1.070000	0.448388
1.080000	0.428238
1.090000	0.402258
1.100000	0.370902
1.110000	0.334696
1.120000	0.294226
1.130000	0.250130
1.140000	0.203092
1.150000	0.153824
1.160000	0.103062
1.170000	0.051553
1.180000	0.000043
1.190000	-0.050731
1.200000	-0.100055
1.210000	-0.147245
1.220000	-0.191658
1.230000	-0.232698
1.240000	-0.269828
1.250000	-0.302572
1.260000	-0.330526
1.270000	-0.353359
1.280000	-0.370818
1.290000	-0.382730
1.300000	-0.389005
1.310000	-0.389632
1.320000	-0.384685
1.330000	-0.374312
1.340000	-0.358741
1.350000	-0.338267
1.360000	-0.313253
1.370000	-0.284121
1.380000	-0.251347
1.390000	-0.215450
1.400000	-0.176988
1.410000	-0.136547
1.420000	-0.094734
1.430000	-0.052164
1.440000	-0.009457
1.450000	0.032775
1.460000	0.073935
1.470000	0.113451
1.480000	0.150782
1.490000	0.185425
1.500000	0.216925
1.510000	0.244876
1.520000	0.268929
1.530000	0.288797
1.540000	0.304255
1.550000	0.315146
1.560000	0.321379
1.570000	0.322932
1.580000	0.319850
1.590000	0.312242
1.600000	0.300282
1.610000	0.284204
1.620000	0.264295
1.630000	0.240895
1.640000	0.214388
1.650000	0.185197
1.660000	0.153777
1.670000	0.120609
1.680000	0.086192
1.690000	0.051036
1.700000	0.015652
1.710000	-0.019449
1.720000	-0.053772
1.730000	-0.086835
1.740000	-0.118186
1.750000	-0.147401
1.760000	-0.174093
1.770000	-0.197916
1.780000	-0.218571
