0.000000	1.000000
0.100000	-0.017007
0.200000	-0.695578
0.300000	-0.391359
0.400000	0.327602
0.500000	0.473277
0.600000	0.010029
0.700000	-0.356176
0.800000	-0.201792
0.900000	0.161458
1.000000	0.242086
1.100000	0.008950
1.200000	-0.179772
1.300000	-0.104945
1.400000	0.079854
1.500000	0.123634
1.600000	0.006565
1.700000	-0.090725
1.800000	-0.054523
1.900000	0.039447
2.000000	0.063120
2.100000	0.004359
2.200000	-0.045768
2.300000	-0.028305
2.400000	0.019464
2.500000	0.032214
2.600000	0.002734
2.700000	-0.023080
2.800000	-0.014682
2.900000	0.009592
3.000000	0.016435
3.100000	0.001653
3.200000	-0.011634
3.300000	-0.007611
3.400000	0.004721
3.500000	0.008382
3.600000	0.000974
3.700000	-0.005862
3.800000	-0.003942
3.900000	0.002320
4.000000	0.004273
4.100000	0.000562
4.200000	-0.002953
4.300000	-0.002041
4.400000	0.001139
4.500000	0.002178
4.600000	0.000320
4.700000	-0.001487
4.800000	-0.001056
4.900000	0.000558
5.000000	0.001110
