0.000000	1.000000
0.100000	0.236515
0.200000	-1.101791
0.300000	-1.306132
0.400000	0.269720
0.500000	1.961652
0.600000	1.416773
0.700000	-1.300851
0.800000	-3.038397
0.900000	-1.032841
1.000000	3.063915
1.100000	4.125593
1.200000	-0.304429
1.300000	-5.701680
1.400000	-4.748720
1.500000	3.211369
1.600000	9.146578
1.700000	4.036040
1.800000	-8.386361
1.900000	-12.882641
2.000000	-0.602944
2.100000	16.401143
2.200000	15.604904
2.300000	-7.481132
2.400000	-27.282667
2.500000	-14.798271
2.600000	22.523016
2.700000	39.805890
2.800000	6.322037
2.900000	-46.650752
3.000000	-50.446012
3.100000	15.806229
3.200000	80.630568
3.300000	52.025797
3.400000	-59.076144
3.500000	-121.785465
3.600000	-32.275914
3.700000	131.046797
3.800000	160.803100
3.900000	-27.156705
4.000000	-236.043423
4.100000	-177.448185
4.200000	150.235810
4.300000	369.090345
4.400000	135.705600
4.500000	-362.941558
4.600000	-506.276302
4.700000	20.192773
4.800000	684.185324
4.900000	591.323406
5.000000	-365.947020
